
1,1,1,1,1,1,1,100
1,5.51,10,14.9,21,30.7,50.5,100
1,10,18.7,27.4,37.3,50.4,70.2,100
1,14.9,27.4,38.9,50.4,63.6,80,100
1,21,37.3,50.4,61.9,73.4,86.1,100
1,30.7,50.4,63.6,73.4,82.2,90.9,100
1,50.5,70.2,80,86.1,90.9,95.5,100
100,100,100,100,100,100,100,100
